srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
2855526,AN,22,400104,233,233,131,A,ADLD,411041,2016-05-22,2016-05-21,2018-02-09,4581,2018-02-18,12
2906338,AN,21,110015,233,233,131,B,ADLD,281001,2017-11-09,2017-09-20,2018-02-25,4580,2018-02-27,13
2908052,AN,21,110015,233,233,228,A,ADLD,302019,2018-01-24,2017-03-22,2018-02-26,4580,2018-03-01,11
2939371,AN,21,110015,201,233,131,D,ADLD,125053,2017-09-18,2017-09-13,2018-03-05,4580,2018-03-09,14
2946716,AJ,12,302006,233,233,228,A,ADLD,302018,2017-12-06,2017-05-31,2018-03-06,4407,2018-03-07,11
2948650,S,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-01-04,2018-03-07,4150,2018-03-10,19
2948650,AN,24,110092,233,233,131,0,ADLD,0,2017-08-23,2017-08-19,2018-03-07,4150,2018-03-10,18
2959949,AN,7,500004,233,233,131,D,ADLD,535270,2018-01-07,2018-01-04,2018-03-09,4403,2018-03-13,15
2981186,AJ,6,160059,233,233,228,B,ADLD,140103,2017-09-18,2017-01-04,2018-03-14,4437,2018-03-25,13
2980376,C,1,400059,233,233,131,B,ADLD,452010,2017-11-25,2017-11-25,2018-03-14,4545,2018-03-17,13
3000691,AN,8,700064,233,233,131,A,ADLD,700089,2017-08-29,2017-08-28,2018-03-20,4508,2018-03-24,11
3017538,AN,26,560066,308,233,131,A,ADLD,560048,2017-06-12,2017-06-10,2018-03-25,5001,2018-03-28,8
3044052,AA,24,110092,233,233,228,A,ADLD,110041,2018-03-06,2017-03-19,2018-04-01,4150,2018-04-03,9
3042722,AN,8,700064,233,233,228,A,ADLD,700089,2018-02-02,2017-11-11,2018-03-31,4508,2018-04-08,11
3059597,AN,21,110015,308,233,131,A,ADLD,110086,2017-06-26,2017-06-24,2018-04-06,4580,2018-04-09,9
3035695,AM,1,400059,233,233,131,A,ADLD,411039,2017-07-07,2017-07-07,2018-03-29,4018,2018-04-05,12
3091001,AJ,27,110034,233,233,131,A,ADLD,110035,2017-07-03,2017-06-26,2018-04-17,4388,2018-04-19,9
3064303,AN,26,560066,233,245,131,A,ADLD,560018,2017-04-20,2017-04-19,2018-04-07,5001,2018-04-12,8
2838889,C,7,500004,233,233,131,B,ADLD,515001,2017-11-25,2017-11-20,2018-02-04,4477,2018-02-14,15
2921129,AJ,2,110018,233,233,131,A,ADLD,121005,2017-05-29,2017-05-02,2018-02-27,4388,2018-03-06,11
2969805,AM,2,110018,233,233,131,A,ADLD,121005,2018-02-06,2018-02-06,2018-03-11,4092,2018-03-17,12
2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-10,2018-03-09,4580,2018-03-12,10
2960986,AN,21,110015,233,233,131,A,ADLD,121005,2017-08-19,2017-08-09,2018-03-09,4580,2018-03-12,10
2854115,G,8,700064,233,233,131,A,ADLD,700067,2017-12-11,2017-12-11,2018-02-09,4505,2018-02-12,13
2927752,AJ,7,500004,233,233,228,A,ADLD,500082,2017-06-09,2017-05-04,2018-03-01,4474,2018-03-08,11
2970385,AN,22,400104,233,233,228,A,ADLD,421301,2018-01-14,2017-07-17,2018-03-11,4581,2018-03-14,10
2966942,K,1,400059,233,233,131,C,ADLD,143001,2017-06-08,2017-06-05,2018-03-10,4008,2018-03-13,16
2853549,C,6,160059,233,233,131,C,ADLD,141001,2017-05-02,2017-04-19,2018-02-08,4549,2018-02-15,15
3003205,C,10,226010,233,233,228,B,ADLD,208020,2017-04-30,2016-10-02,2018-03-21,4547,2018-03-26,13
2863151,AN,21,110015,233,233,131,A,ADLD,122001,2017-07-07,2017-06-30,2018-02-12,4580,2018-02-14,11
2927492,AJ,1,400059,233,233,131,C,ADLD,421605,2017-07-29,2017-07-22,2018-03-01,4398,2018-03-05,14
3068997,C,5,380009,233,233,131,B,ADLD,395010,2016-04-29,2016-04-22,2018-04-09,4546,2018-04-11,13
2835440,AN,22,400104,233,233,131,A,ADLD,400081,2017-10-18,2017-09-30,2018-02-03,4581,2018-02-12,12
2879534,C,2,110018,233,233,131,A,ADLD,110002,2018-01-20,2017-11-20,2018-02-17,4550,2018-02-21,11
2876554,AN,7,500004,233,233,131,B,ADLD,530045,2017-11-18,2017-09-29,2018-02-16,4403,2018-02-21,15
2904364,Y,17,800001,233,233,131,C,ADLD,841214,2018-01-29,2017-12-08,2018-02-24,4538,2018-02-27,17
2994057,AJ,2,110018,233,233,131,A,ADLD,201011,2017-05-02,2017-05-02,2018-03-18,4388,2018-03-20,11
2981244,AJ,8,700064,233,233,228,A,ADLD,700001,2018-02-16,2018-02-16,2018-03-14,4499,2018-03-21,11
2970815,S,24,110092,233,233,131,A,ADLD,110092,2018-02-21,2017-10-24,2018-03-12,4150,2018-03-14,13
3004006,AJ,23,400001,233,233,131,A,ADLD,400607,2017-09-11,2017-01-07,2018-03-21,4398,2018-03-26,10
2930967,D,1,400059,233,233,131,B,ADLD,561203,2017-03-27,2017-03-27,2018-03-02,4401,2018-03-05,15
3001468,D,1,400059,233,233,131,A,ADLD,711104,2017-10-30,2017-10-24,2018-03-20,4390,2018-03-24,12
3054022,AJ,25,560037,233,233,131,A,ADLD,600028,2017-08-18,2017-08-18,2018-04-04,4460,2018-04-09,10
3046863,AN,21,110015,233,233,131,A,ADLD,110019,2017-06-05,2017-05-23,2018-04-02,4580,2018-04-13,10
3085258,AJ,27,110034,233,233,131,A,ADLD,201301,2018-02-24,2017-05-21,2018-04-14,4388,2018-04-18,9
3062874,AJ,25,560037,233,245,131,0,ADLD,0,2017-04-24,2016-10-08,2018-04-07,4460,2018-04-11,15
2939171,S,24,110092,233,233,131,B,ADLD,148001,2017-05-19,2017-05-14,2018-03-04,4150,2018-03-12,16
2938090,C,2,110018,308,233,228,A,ADLD,122002,2017-11-07,2017-11-03,2018-03-03,4550,2018-03-06,11
3011506,AI,7,500004,233,233,131,A,ADLD,500065,2017-12-14,2017-12-14,2018-03-23,4474,2018-04-05,10
3073811,AN,21,110015,233,233,131,A,ADLD,110017,2017-10-02,2017-10-01,2018-04-11,4580,2018-04-12,9
2876867,AN,8,700064,233,233,131,A,ADLD,700082,2017-04-18,2017-04-17,2018-02-16,4508,2018-02-20,12
2931651,AN,22,400104,233,233,131,A,ADLD,380051,2017-03-16,2017-03-15,2018-03-03,4581,2018-03-08,11
2906449,C,10,226010,233,233,131,B,ADLD,221010,2016-12-31,2016-12-25,2018-02-25,4547,2018-03-02,14
3063505,AN,21,110015,233,245,131,A,ADLD,110001,2017-07-10,2017-07-08,2018-04-07,4580,2018-04-10,9
3034848,AI,27,110034,233,233,131,B,ADLD,132103,2017-11-13,2017-11-11,2018-03-29,4388,2018-04-08,12
2827286,AN,3,560011,233,233,131,A,ADLD,560037,2017-08-18,2017-08-18,2018-02-01,4467,2018-02-01,12
3009836,AN,7,500004,233,233,131,A,ADLD,500035,2017-06-29,2017-06-14,2018-03-23,4403,2018-03-29,11
3011585,AN,8,700064,233,233,131,C,ADLD,786171,2017-04-12,2017-04-08,2018-03-23,4508,2018-03-27,14
2892055,AN,21,110015,233,233,131,C,ADLD,306401,2017-04-20,2017-04-11,2018-02-21,4580,2018-03-03,14
2993568,AN,21,110015,233,233,131,A,ADLD,121004,2017-06-22,2017-06-21,2018-03-18,4580,2018-03-21,10
3038938,AJ,6,160059,233,233,131,B,ADLD,160103,2017-07-13,2017-07-11,2018-03-30,4437,2018-04-04,12
2833931,C,2,110018,233,233,131,A,ADLD,201014,2017-11-29,2017-11-19,2018-02-03,4094,2018-02-06,14
2842506,AN,22,400104,233,233,131,B,ADLD,396191,2017-09-23,2017-09-01,2018-02-05,4581,2018-02-09,14
2827558,AN,4,600024,233,233,131,A,ADLD,600099,2017-08-22,2017-08-21,2018-02-01,4490,2018-02-20,13
2866136,AN,22,400104,233,233,131,A,ADLD,400002,2017-04-17,2017-04-13,2018-02-13,4581,2018-02-24,12
2884872,AE,1,400059,233,233,131,A,ADLD,400081,2017-04-16,2017-04-16,2018-02-19,4015,2018-02-23,13
2899712,AN,22,400104,233,233,131,A,ADLD,411001,2017-06-30,2017-06-29,2018-02-23,4581,2018-02-26,11
2930379,C,9,411016,233,233,131,A,ADLD,412105,2017-11-17,2017-11-17,2018-03-02,4548,2018-03-05,11
2949731,AI,8,700064,233,233,131,B,ADLD,734005,2018-01-09,2018-01-09,2018-03-07,4499,2018-03-09,13
2953268,C,2,110018,233,233,131,A,ADLD,110025,2016-04-09,2016-04-09,2018-03-07,4094,2018-03-12,13
2943665,AJ,2,110018,233,233,228,A,ADLD,201010,2018-01-29,2018-04-20,2018-03-06,4148,2018-03-08,12
2912458,AN,8,700064,233,0,131,A,ADLD,700039,2017-06-19,2017-06-17,2018-02-27,4508,2018-03-09,12
2982809,AN,22,400104,233,233,131,A,ADLD,412114,2016-05-27,2016-05-20,2018-03-15,4581,2018-03-19,11
2860101,AF,1,400059,233,233,131,A,ADLD,400072,2017-02-24,2017-02-22,2018-02-10,4581,2018-03-19,12
3005038,C,2,110018,233,233,228,A,ADLD,201306,2017-08-14,2016-11-14,2018-03-21,4091,2018-03-24,12
2978586,J,2,110018,233,233,131,A,ADLD,500056,2017-10-25,2017-10-14,2018-03-14,5138,2018-03-19,9
3021630,C,9,411016,233,233,131,A,ADLD,411037,2017-12-20,2017-12-20,2018-03-26,4548,2018-03-28,10
3042067,AJ,27,110034,233,233,228,A,ADLD,110018,2017-07-01,2016-03-23,2018-03-31,4388,2018-04-02,10
3048317,C,2,110018,233,233,131,A,ADLD,110034,2018-01-24,2018-01-24,2018-04-02,4550,2018-04-05,10
3069146,C,1,400059,233,233,131,A,ADLD,400058,2017-11-12,2017-11-12,2018-04-09,4545,2018-04-11,10
2909502,AJ,6,160059,233,233,131,C,ADLD,141013,2017-08-21,2017-08-21,2018-02-26,4437,2018-03-04,14
3049110,AN,21,110015,201,233,131,C,ADLD,122050,2017-11-23,2017-09-23,2018-04-03,4388,2018-04-08,13
2918997,C,8,700064,233,233,131,B,ADLD,713212,2017-12-14,2017-10-28,2018-02-27,4500,2018-03-03,14
2825559,AN,2,110018,233,233,131,B,ADLD,248002,2018-01-09,2017-12-24,2018-01-31,4147,2018-02-06,16
2960253,AJ,8,700064,233,233,131,A,ADLD,700064,2017-05-12,2017-05-12,2018-03-09,4499,2018-03-13,11
3006048,C,2,110018,233,233,228,A,ADLD,121001,2017-10-14,2016-12-26,2018-03-22,4550,2018-03-25,10
3052201,AN,8,700064,233,233,131,A,ADLD,700006,2017-06-01,2016-09-27,2018-04-03,4508,2018-04-07,10
2877237,C,10,226010,233,233,228,A,ADLD,226001,2017-07-17,2016-12-27,2018-02-16,4547,2018-03-10,12
3038907,C,2,110018,233,233,131,B,ADLD,132103,2017-11-25,2017-11-21,2018-03-30,4094,2018-04-03,14
2853562,AJ,3,560011,233,233,228,A,ADLD,560037,2017-06-01,2017-05-12,2018-02-08,4460,2018-02-14,12
2856305,AF,9,411016,233,233,131,A,ADLD,411060,2017-02-20,2017-02-17,2018-02-09,4581,2018-02-12,11
2854634,C,5,380009,233,233,228,B,ADLD,384002,2017-08-10,2017-08-06,2018-02-09,4546,2018-02-14,14
2911746,AN,21,110015,233,233,131,C,ADLD,141001,2017-03-01,2017-02-23,2018-02-26,4580,2018-02-28,13
2943697,AN,21,110015,233,233,131,A,ADLD,110091,2017-08-16,2017-08-14,2018-03-06,4580,2018-03-09,10
2960302,AN,21,110015,233,245,131,A,ADLD,110030,2017-08-01,2017-07-29,2018-03-09,4580,2018-04-01,11
2867337,AN,7,500004,233,233,131,A,ADLD,500072,2017-07-23,2017-07-20,2018-02-13,4403,2018-02-18,12
2959756,AN,21,110015,233,233,228,A,ADLD,110095,2017-11-01,2017-09-06,2018-03-09,4580,2018-03-15,10
2953803,C,2,110018,233,0,131,B,ADLD,125004,2018-02-16,2017-02-25,2018-03-08,4550,2018-03-17,13
2884052,AJ,12,302006,233,233,228,B,ADLD,334001,2017-08-01,2017-07-25,2018-02-18,4407,2018-02-20,14
2838580,C,17,800001,233,233,131,C,ADLD,834001,2017-11-04,2017-11-04,2018-02-04,4409,2018-02-27,17
2930404,AJ,3,560011,233,233,228,A,ADLD,560024,2017-08-26,2017-05-25,2018-03-02,4460,2018-03-10,11
2906115,AA,2,110018,308,233,228,A,ADLD,122003,2017-07-08,2017-03-25,2018-02-25,4150,2018-03-07,11
2872277,AN,21,110015,233,233,131,A,ADLD,201013,2017-06-25,2017-06-19,2018-02-15,4580,2018-03-13,12
2981968,C,2,110018,233,233,131,A,ADLD,201306,2017-03-21,2017-03-07,2018-03-15,4091,2018-03-19,13
2956561,AM,1,400059,233,233,131,B,ADLD,452010,2017-10-21,2017-10-19,2018-03-08,4018,2018-03-16,15
3009808,AN,7,500004,233,233,131,A,ADLD,500032,2017-05-23,2017-05-05,2018-03-23,4403,2018-04-02,11
3032328,C,2,110018,233,233,131,A,ADLD,201304,2018-02-24,2018-02-20,2018-03-28,4550,2018-03-31,10
2983866,AB,1,400059,233,233,228,A,ADLD,121003,2018-02-24,2017-10-24,2018-03-15,4390,2018-03-19,10
3040932,AN,22,400104,233,233,131,C,ADLD,473551,2017-07-22,2017-07-20,2018-03-31,4581,2018-04-12,13
3069064,C,4,600024,233,233,131,A,ADLD,600028,2017-04-28,2017-04-26,2018-04-09,4483,2018-04-18,11
2867979,AN,22,400104,233,245,131,B,ADLD,362001,2017-05-08,2018-03-09,2018-02-14,4581,2018-03-01,14
3046893,AJ,25,560037,308,245,131,A,ADLD,560086,2017-04-29,2017-04-29,2018-04-02,4460,2018-04-06,10
3030888,AJ,27,110034,233,245,131,A,ADLD,110009,2016-08-22,2016-08-19,2018-03-28,4388,2018-04-03,10
2824824,AN,21,110015,233,233,131,C,ADLD,141013,2017-08-21,2017-08-19,2018-01-31,4673,2018-02-07,14
3049429,AM,1,400059,233,233,131,A,ADLD,421001,2017-10-21,2017-10-19,2018-04-03,4018,2018-04-07,12
2923143,AN,17,800001,233,233,131,C,ADLD,834009,2017-05-15,2017-05-13,2018-02-28,4410,2018-03-06,15
2945631,C,8,700064,233,233,131,A,ADLD,700029,2018-01-23,2018-01-20,2018-03-06,4508,2018-03-08,11
2930884,J,2,110018,201,233,131,0,ADLD,333515,2018-02-13,2018-01-30,2018-03-02,4154,2018-03-11,19
3055922,AN,21,110015,233,233,131,A,ADLD,110075,2018-01-28,2018-01-04,2018-04-05,4580,2018-04-07,9
2938857,AM,3,560011,233,233,131,B,ADLD,530018,2018-02-21,2018-02-21,2018-03-04,4462,2018-04-01,15
2846774,C,4,600024,233,233,131,A,ADLD,600042,2017-10-06,2017-10-06,2018-02-06,4483,2018-02-15,13
2885141,AN,21,110015,233,233,131,B,ADLD,132103,2016-04-07,2016-04-04,2018-02-19,4580,2018-02-20,14
2925063,AN,22,400104,233,233,131,C,ADLD,474011,2017-03-15,2017-03-03,2018-02-28,4581,2018-03-06,14
3013006,C,1,400059,308,233,131,A,ADLD,421301,2016-04-04,2016-09-12,2018-03-24,4545,2018-03-31,11
2856090,AN,22,400104,233,233,131,A,ADLD,411040,2017-11-14,2017-09-28,2018-02-09,4581,2018-02-20,12
3007514,AJ,27,110034,233,233,131,B,ADLD,313001,2018-02-09,2018-02-07,2018-03-22,4388,2018-03-26,13
2889149,AA,8,700064,233,233,228,A,ADLD,700073,2017-08-10,2017-03-31,2018-02-20,4506,2018-03-05,11
2875961,AJ,2,110018,233,233,228,B,ADLD,131001,2018-01-31,2017-12-13,2018-02-16,4388,2018-02-17,14
2867223,AN,3,560011,233,233,131,C,ADLD,590008,2018-01-18,2017-02-23,2018-02-13,4467,2018-02-17,15
2873608,AE,2,110018,233,233,131,A,ADLD,110059,2017-09-22,2017-09-22,2018-02-15,4093,2018-02-24,12
2925348,AJ,3,560011,233,233,228,A,ADLD,560066,2017-05-20,2016-11-19,2018-02-28,4460,2018-03-05,11
2945022,C,6,160059,233,233,131,B,ADLD,134109,2017-08-15,2017-08-12,2018-03-06,4549,2018-03-08,13
2957934,AJ,3,560011,233,233,228,A,ADLD,560048,2017-11-13,2016-06-15,2018-03-09,4460,2018-03-22,11
2906967,C,2,110018,233,233,228,A,ADLD,122505,2018-01-19,2017-12-12,2018-02-25,4094,2018-03-16,14
3003310,AN,26,560066,308,233,228,A,ADLD,560065,2018-02-21,2017-01-18,2018-03-21,5001,2018-03-23,8
2993274,AJ,23,400001,233,233,131,A,ADLD,410501,2017-06-15,2017-06-15,2018-03-17,4398,2018-03-23,11
2938560,AN,3,560011,233,233,131,A,ADLD,560064,2018-01-31,2018-01-31,2018-03-04,5001,2018-03-07,9
3017886,AD,2,110018,233,233,228,A,ADLD,201304,2018-01-18,2017-06-23,2018-03-25,4148,2018-03-30,11
3030324,S,24,110092,233,233,131,C,ADLD,756114,2017-12-25,2017-09-01,2018-03-28,4150,2018-03-31,16
3039059,G,1,400059,233,233,131,A,ADLD,380001,2017-04-13,2017-04-13,2018-03-30,4011,2018-04-02,13
3057892,AJ,23,400001,233,233,228,A,ADLD,380052,2018-01-25,2018-01-06,2018-04-05,4398,2018-04-07,10
3078950,AN,22,400104,233,233,131,B,ADLD,410210,2017-07-15,2017-07-13,2018-04-12,4581,2018-04-19,12
3036848,AN,26,560066,233,245,228,A,ADLD,560034,2018-02-14,2017-02-10,2018-03-29,5001,2018-04-15,9
2905505,C,2,110018,308,233,228,A,ADLD,122002,2018-02-01,2017-05-15,2018-02-24,4094,2018-03-06,13
2944195,AN,21,110015,233,233,131,A,ADLD,110017,2017-05-04,2017-05-03,2018-03-06,4580,2018-03-12,10
2974110,C,2,110018,233,233,228,A,ADLD,110094,2018-02-24,2017-01-21,2018-03-13,4091,2018-03-16,12
3020907,AJ,27,110034,233,233,131,A,ADLD,110052,2018-01-10,2017-02-26,2018-03-26,4388,2018-04-02,10
2845157,AJ,9,411016,233,233,131,A,ADLD,411018,2017-03-11,2017-03-11,2018-02-06,4021,2018-02-12,14
2828126,AN,22,400104,0,233,131,0,ADLD,476337,2017-05-26,2017-05-23,2018-02-01,4581,2018-02-06,18
3053861,AN,7,500004,233,233,131,A,ADLD,500081,2017-10-23,2017-10-15,2018-04-04,4403,2018-04-13,11
2878982,AN,22,400104,233,233,131,B,ADLD,393001,2017-04-21,2016-10-26,2018-02-16,4581,2018-02-19,14
3053815,AN,26,560066,233,233,131,B,ADLD,636006,2017-04-24,2017-04-21,2018-04-04,5001,2018-04-10,11
3083830,AN,6,160059,233,233,131,B,ADLD,160002,2017-12-16,2017-12-14,2018-04-14,4441,2018-04-22,12
2934487,AN,21,110015,233,233,131,C,ADLD,332001,2017-09-18,2017-09-09,2018-03-03,4580,2018-03-11,14
2930486,AN,7,500004,233,233,131,A,ADLD,500045,2017-07-08,2017-06-26,2018-03-02,4403,2018-03-13,12
2957237,AN,21,110015,233,233,228,A,ADLD,122001,2018-02-11,2018-02-09,2018-03-08,4580,2018-03-09,10
2940616,C,12,302006,233,233,228,A,ADLD,302028,2017-12-08,2018-04-03,2018-03-05,4453,2018-03-19,12
3009311,C,6,160059,233,233,228,B,ADLD,160103,2017-09-27,2017-01-22,2018-03-22,4549,2018-04-10,13
2820780,AJ,3,560011,233,233,131,A,ADLD,560005,2017-06-12,2017-06-12,2018-01-30,4460,2018-02-03,12
2854616,AN,22,400104,233,233,228,A,ADLD,421503,2017-08-19,2017-08-16,2018-02-09,4581,2018-02-12,12
2883186,AN,17,800001,233,233,131,B,ADLD,846004,2017-08-21,2017-06-14,2018-02-18,4538,2018-02-21,14
2896674,AJ,1,400059,233,233,131,A,ADLD,400095,2017-06-04,2017-06-02,2018-02-22,4398,2018-03-02,12
2905997,AD,4,600024,233,233,228,A,ADLD,600101,2018-01-21,2016-10-30,2018-02-24,4488,2018-02-28,11
2939308,AN,3,560011,233,233,131,B,ADLD,580029,2018-01-10,2018-01-09,2018-03-04,4467,2018-03-13,14
2971718,AI,8,700064,233,233,131,A,ADLD,700090,2017-12-11,2017-12-11,2018-03-12,4499,2018-03-14,11
2931086,C,7,500004,233,233,131,A,ADLD,500032,2017-03-15,2016-01-30,2018-03-02,4477,2018-03-14,12
2962484,AN,21,110015,233,233,131,B,ADLD,134109,2018-01-28,2018-01-13,2018-03-10,4580,2018-03-17,13
2981699,AD,2,110018,233,233,228,A,ADLD,122016,2017-07-04,2017-05-25,2018-03-15,4148,2018-03-22,11
2999733,C,12,302006,233,233,228,B,ADLD,342005,2017-11-03,2018-02-06,2018-03-20,4407,2018-03-22,13
3009350,AA,2,110018,233,233,228,A,ADLD,121003,2017-10-11,2018-04-25,2018-03-22,5138,2018-03-29,6
3037977,AN,26,560066,308,233,131,A,ADLD,560076,2017-05-11,2017-05-11,2018-03-30,5001,2018-04-03,8
3001564,AD,8,700064,233,233,228,A,ADLD,700068,2017-11-17,2017-07-12,2018-03-20,4510,2018-03-22,10
3032370,AD,1,400059,233,233,228,A,ADLD,400002,2018-02-07,2016-12-11,2018-03-28,4011,2018-03-31,11
3063446,AN,7,500004,233,233,228,A,ADLD,500032,2018-03-19,2017-03-11,2018-04-07,4403,2018-04-09,10
3062623,C,2,110018,233,233,228,A,ADLD,110092,2017-10-29,2017-09-28,2018-04-06,4091,2018-04-10,11
3053133,C,7,500004,233,233,131,A,ADLD,500026,2017-12-15,2017-12-11,2018-04-04,4477,2018-04-15,11
3085273,AN,26,560066,233,233,131,A,ADLD,560041,2017-09-08,2017-04-01,2018-04-14,5001,2018-04-17,8
3085273,J,26,560066,233,233,131,A,ADLD,560041,2017-09-08,2017-08-27,2018-04-14,5001,2018-04-17,9
3035714,AJ,25,560037,233,245,131,A,ADLD,560076,2016-11-29,2016-11-28,2018-03-29,4460,2018-04-04,10
2971164,S,3,560011,233,233,131,A,ADLD,560098,2018-02-18,2017-08-18,2018-03-12,4400,2018-03-16,13
3041275,AN,7,500004,233,233,131,A,ADLD,500013,2017-01-25,2018-01-16,2018-03-31,4403,2018-04-04,11
3056012,AN,21,110015,233,233,131,B,ADLD,134003,2017-06-23,2017-06-21,2018-04-05,4580,2018-04-10,12
2953702,AN,17,800001,233,233,131,A,ADLD,800001,2017-07-29,2017-07-27,2018-03-08,4538,2018-03-10,11
2928785,C,9,411016,233,233,131,A,ADLD,411033,2018-01-05,2018-01-05,2018-03-01,4022,2018-03-05,13
2873069,AN,2,110018,233,245,131,A,ADLD,110027,2017-07-05,2017-06-14,2018-02-15,4147,2018-02-21,13
2843204,AN,21,110015,233,233,131,A,ADLD,302015,2017-08-05,2017-08-02,2018-02-06,4580,2018-02-14,12
3075521,AN,26,560066,233,233,131,A,ADLD,560083,2017-05-31,2017-05-29,2018-04-11,5001,2018-04-12,8
2970302,AJ,25,560037,233,245,131,A,ADLD,560032,2017-05-11,2017-05-11,2018-03-11,4460,2018-03-15,11
2957210,AJ,25,560037,233,233,131,A,ADLD,600042,2017-11-12,2017-11-11,2018-03-08,4460,2018-03-19,11
2940628,AN,21,110015,233,233,131,B,ADLD,132103,2016-09-01,2016-08-31,2018-03-05,4580,2018-03-14,13
2988496,AN,21,110015,233,233,131,A,ADLD,121008,2018-02-17,2018-02-03,2018-03-16,4580,2018-03-19,10
3066126,AJ,27,110034,233,233,228,B,ADLD,243001,2018-03-22,2018-03-21,2018-04-08,4388,2018-04-11,12
2827317,AN,17,800001,233,233,131,B,ADLD,805103,2017-05-09,2017-05-06,2018-02-01,4538,2018-02-06,15
2834234,C,4,600024,233,233,131,A,ADLD,600096,2017-02-22,2017-02-11,2018-02-03,4483,2018-02-09,13
2870172,H,1,400059,233,233,131,A,ADLD,560039,2018-01-27,2018-01-14,2018-02-14,4011,2018-02-20,15
2910244,AJ,3,560011,233,233,131,A,ADLD,560022,2017-05-07,2017-05-02,2018-02-26,4460,2018-03-03,12
2851602,C,7,500004,233,233,228,B,ADLD,530045,2017-05-20,2016-06-04,2018-02-08,4477,2018-02-27,16
2934787,F,1,400059,233,233,131,B,ADLD,364001,2017-07-30,2017-07-25,2018-03-03,4011,2018-03-07,16
2943650,AN,22,400104,233,233,131,A,ADLD,400012,2017-07-13,2017-07-04,2018-03-06,4581,2018-03-14,11
2979895,AJ,23,400001,233,233,131,A,ADLD,400033,2017-05-19,2017-05-19,2018-03-14,4398,2018-03-16,11
2943405,AM,2,110018,233,233,131,B,ADLD,211003,2017-12-27,2017-12-15,2018-03-05,4092,2018-03-12,15
2971500,AN,26,560066,233,233,131,A,ADLD,600078,2017-11-15,2018-04-24,2018-03-12,5001,2018-03-16,9
2974268,AD,1,400059,233,233,131,A,ADLD,421306,2016-07-22,2016-06-15,2018-03-13,4011,2018-03-20,12
3012249,C,2,110018,308,233,131,A,ADLD,110065,2017-08-17,2017-08-15,2018-03-23,4550,2018-03-27,10
3006755,J,2,110018,233,233,228,C,ADLD,141007,2018-02-21,2018-02-09,2018-03-22,5138,2018-03-27,11
2959779,AB,1,400059,233,233,228,A,ADLD,110092,2018-01-27,2018-01-26,2018-03-09,4390,2018-03-26,10
3038170,AI,23,400001,233,233,131,C,ADLD,388450,2018-02-07,2018-02-07,2018-03-30,4398,2018-04-06,13
3088867,AJ,27,110034,233,233,228,A,ADLD,110029,2018-04-01,2017-12-21,2018-04-16,4388,2018-04-18,9
2859863,C,2,110018,233,245,131,A,ADLD,110092,2017-11-02,2015-12-05,2018-02-10,4091,2018-02-22,14
3001396,AJ,23,400001,233,245,131,B,ADLD,390013,2017-10-02,2017-09-29,2018-03-20,4398,2018-03-28,13
2875874,AN,22,400104,233,233,131,B,ADLD,403508,2017-12-13,2017-06-20,2018-02-16,4581,2018-02-24,14
3047565,AN,22,400104,233,233,228,B,ADLD,390004,2018-02-15,2018-01-22,2018-04-02,4581,2018-04-04,12
2820630,AN,22,400104,233,233,131,B,ADLD,413002,2017-09-26,2017-06-27,2018-01-30,4581,2018-02-08,14
2912500,AN,22,400104,233,233,131,C,ADLD,391110,2017-06-14,2017-06-09,2018-02-27,4581,2018-03-02,14
2971213,AN,21,110015,233,233,131,A,ADLD,110008,2017-07-29,2017-07-27,2018-03-12,4580,2018-03-16,10
3014633,C,9,411016,233,233,131,A,ADLD,411038,2017-11-22,2017-11-17,2018-03-24,4548,2018-03-27,10
2951422,C,9,411016,233,233,131,B,ADLD,442401,2017-11-12,2017-09-22,2018-03-07,4548,2018-03-12,14
2934451,AJ,6,160059,201,233,131,D,ADLD,132041,2017-05-29,2017-05-27,2018-03-03,4437,2018-04-03,15
2934451,AJ,6,160059,201,233,131,D,ADLD,132041,2017-05-29,2017-05-24,2018-03-03,4437,2018-04-03,15
3023059,AI,6,160059,233,233,131,C,ADLD,141001,2017-12-15,2017-12-15,2018-03-26,4437,2018-04-05,13
2858522,AJ,7,500004,233,233,228,B,ADLD,505209,2018-01-16,2018-01-10,2018-02-10,4474,2018-02-12,14
2870729,C,9,411016,233,233,131,B,ADLD,410507,2017-08-13,2017-08-13,2018-02-14,4022,2018-02-27,17
2976688,C,3,560011,233,233,131,C,ADLD,571405,2017-09-15,2016-10-19,2018-03-13,4461,2018-03-22,14
2981253,AD,2,110018,308,233,228,A,ADLD,122001,2018-01-28,2017-02-13,2018-03-14,4148,2018-03-23,11
2820378,AI,6,160059,233,233,131,C,ADLD,141008,2017-12-13,2017-12-13,2018-01-30,4437,2018-02-07,15
2861167,AJ,1,400059,233,233,131,A,ADLD,400604,2017-05-03,2017-05-02,2018-02-11,4398,2018-02-14,12
2846849,AM,5,380009,233,233,131,A,ADLD,382405,2017-02-27,2017-02-25,2018-02-06,4034,2018-02-09,14
2851358,AN,22,400104,233,233,131,A,ADLD,411008,2017-10-21,2017-10-14,2018-02-08,4581,2018-02-13,12
